,order_id,product_category,product_id,order_date,delivery_date,amount,qty,valid_delivered_qty,unit_price
580,580,4,26,2022-09-06,2022-09-08,620400.6028351218,5.0,5.0,124080.12056702437
624,624,4,26,2022-09-06,2022-11-11,336999.1947910272,1.0,1.0,336999.1947910272
584,584,4,58,2022-09-14,2023-05-04,15941556.079534112,50.0,50.0,318831.12159068225
588,588,3,73,2022-09-28,2022-10-04,82511215.06264594,19200.0,19200.0,4297.459117846142
589,589,4,45,2022-09-30,2022-11-16,21004499.457415447,150.0,150.0,140029.99638276963
590,590,3,73,2022-10-06,2022-10-20,1804296.169216392,624.0,624.0,2891.5002711801158
591,591,3,73,2022-10-06,2023-10-18,26989997.55348239,13440.0,13440.0,2008.1843417769637
617,617,4,58,2022-10-07,2022-12-02,964858.0468732318,2.0,2.0,482429.0234366159
592,592,4,58,2022-10-07,2023-10-10,3560118.636463403,10.0,10.0,356011.86364634027
593,593,4,38,2022-10-07,2022-11-21,4598486.5720985625,10.0,10.0,459848.65720985626
595,595,4,37,2022-10-07,2023-01-09,9493649.69723574,20.0,20.0,474682.48486178706
596,596,4,58,2022-10-07,2022-12-05,3322777.394032509,7.0,7.0,474682.484861787
670,670,3,73,2022-10-10,2023-02-05,4073860.662844372,2181.0,2181.0,1867.8865946099825
594,594,4,57,2022-10-10,2022-11-18,7787759.517263694,30.0,30.0,259591.98390878979
601,601,4,58,2022-10-19,2023-05-12,19494802.187287822,50.0,49.0,389896.04374575644
604,604,4,58,2022-10-20,2023-02-27,13839031.336919373,30.0,30.0,461301.0445639791
607,607,4,47,2022-10-21,2023-03-09,706588.0332489832,2.0,2.0,353294.0166244916
605,605,4,46,2022-10-21,2022-11-10,6813527.463472338,25.0,25.0,272541.0985388935
691,691,4,71,2022-10-21,2023-03-09,476809.2854204347,1.0,1.0,476809.2854204347
606,606,4,71,2022-10-21,2023-03-09,3108987.3462955263,8.0,8.0,388623.4182869408
608,608,4,32,2022-10-25,2023-04-13,8874026.99141046,26.0,26.0,341308.73043886386
652,652,4,32,2022-10-25,2023-04-13,1553771.710668464,4.0,4.0,388442.927667116
678,678,4,46,2022-10-27,2023-04-26,9674910.315605884,23.0,23.0,420648.2745915602
740,740,4,46,2022-10-27,2023-04-26,2436879.9021911263,5.0,5.0,487375.98043822526
739,739,4,46,2022-10-27,2023-04-26,974752.3177092124,2.0,2.0,487376.1588546062
640,640,4,58,2022-10-28,2023-01-18,1445802.5731213496,5.0,5.0,289160.5146242699
637,637,4,71,2022-10-28,2023-01-18,834153.4265359347,2.0,2.0,417076.71326796734
610,610,4,64,2022-10-31,2022-11-28,696877.6149246084,10.0,10.0,69687.76149246084
635,635,4,64,2022-10-31,2022-11-28,139025.57108932245,2.0,2.0,69512.78554466122
724,724,4,32,2022-11-03,2023-04-19,2464355.143279956,8.0,8.0,308044.3929099945
672,672,4,32,2022-11-03,2023-04-18,785228.04413864,3.0,3.0,261742.68137954667
673,673,4,32,2022-11-03,2023-07-27,13043694.505053394,49.0,20.0,266197.847041906
727,727,4,32,2022-11-03,2023-04-19,616088.785819989,2.0,2.0,308044.3929099945
725,725,4,31,2022-11-03,2023-04-19,308044.3929099945,1.0,1.0,308044.3929099945
722,722,4,32,2022-11-03,2023-04-18,2461386.5428081043,8.0,8.0,307673.31785101304
612,612,4,32,2022-11-03,2023-05-16,4652027.964758951,20.0,20.0,232601.39823794755
723,723,4,32,2022-11-03,2023-04-18,2461386.5428081043,8.0,8.0,307673.31785101304
726,726,4,31,2022-11-03,2023-04-19,308044.3929099945,1.0,1.0,308044.3929099945
613,613,4,32,2022-11-05,2022-12-28,346512.9395592176,1.0,1.0,346512.9395592176
614,614,4,58,2022-11-08,2023-04-25,2451238.88977316,5.0,5.0,490247.77795463207
615,615,4,58,2022-11-08,2023-11-24,22321291.53057581,50.0,50.0,446425.83061151614
616,616,4,61,2022-11-08,2023-08-15,9486548.90049472,50.0,50.0,189730.9780098944
619,619,4,56,2022-11-09,2023-05-19,900724.1837932942,5.0,2.0,180144.83675865884
1051,1051,4,56,2022-11-09,2024-10-04,81626258.95865004,295.0,196.0,276699.1829106781
618,618,4,54,2022-11-09,2023-05-12,10358328.113622883,150.0,129.0,69055.5207574859
620,620,4,58,2022-11-10,2023-05-04,8209639.723230897,20.0,20.0,410481.98616154486
621,621,4,58,2022-11-10,2023-04-07,10262049.654038625,25.0,25.0,410481.986161545
622,622,4,58,2022-11-10,2023-04-13,7275815.13209977,20.0,20.0,363790.7566049885
625,625,4,57,2022-11-14,2023-07-03,21239409.23827737,100.0,95.0,212394.09238277367
626,626,4,53,2022-11-14,2022-12-20,3625228.156631056,40.0,40.0,90630.70391577641
627,627,3,73,2022-11-15,2022-11-18,126578315.84795538,36480.0,36480.0,3469.8003247794786
628,628,4,38,2022-11-16,2022-12-28,2192775.670927525,6.0,6.0,365462.6118212542
630,630,3,73,2022-11-17,2022-11-17,3183.303050256402,1.0,1.0,3183.303050256402
629,629,3,73,2022-11-17,2022-11-17,28649.72745230762,9.0,9.0,3183.303050256402
631,631,3,73,2022-11-17,2022-11-17,19099.818301538413,6.0,6.0,3183.303050256402
1070,1070,4,37,2022-11-21,2024-04-04,8957427.317086922,16.0,16.0,559839.2073179326
633,633,4,38,2022-11-21,2022-12-09,801476.5926217444,2.0,2.0,400738.2963108722
632,632,4,38,2022-11-21,2023-06-14,16097018.749025624,44.0,44.0,365841.33520512783
586,586,4,61,2022-11-23,2023-11-27,13220441.417557953,50.0,50.0,264408.82835115906
587,587,4,58,2022-11-23,2024-03-01,51798526.52242446,100.0,100.0,517985.2652242446
634,634,4,70,2022-11-23,2024-01-12,44741059.34731593,100.0,100.0,447410.5934731593
636,636,4,46,2022-11-24,2023-03-17,9235270.079504993,20.0,20.0,461763.50397524965
600,600,1,34,2022-11-28,2023-01-02,6923882.394602796,1.0,1.0,6923882.394602796
644,644,4,58,2022-12-06,2023-04-04,8474410.741388341,20.0,20.0,423720.53706941707
645,645,4,58,2022-12-08,2022-12-13,6939894.968825803,14.0,14.0,495706.7834875574
646,646,4,58,2022-12-14,2023-04-06,7532108.431231841,20.0,20.0,376605.4215615921
647,647,4,38,2022-12-15,2023-12-14,13066351.889583563,30.0,30.0,435545.0629861188
648,648,4,71,2022-12-19,2023-04-12,7865438.1287906,15.0,15.0,524362.5419193733
649,649,4,58,2022-12-26,2023-03-10,8183178.488629974,20.0,20.0,409158.92443149874
684,684,4,58,2022-12-29,2023-08-10,7535967.38864054,15.0,15.0,502397.82590936933
650,650,4,58,2022-12-29,2023-08-10,22056156.52167776,45.0,45.0,490136.8115928391
651,651,4,46,2022-12-30,2023-07-05,5446953.165748763,10.0,10.0,544695.3165748763
653,653,4,70,2023-01-11,2023-08-07,16463101.393804912,40.0,40.0,411577.5348451228
654,654,4,67,2023-01-12,2023-04-24,4344605.056511574,23.0,23.0,188895.87202224237
655,655,4,71,2023-01-12,2023-04-25,13287847.549150843,24.0,24.0,553660.3145479518
657,657,4,26,2023-01-17,2024-07-11,8536170.675437372,40.0,40.0,213404.2668859343
661,661,4,67,2023-01-18,2023-05-30,4860715.430902902,30.0,30.0,162023.8476967634
660,660,4,46,2023-01-18,2023-03-13,5418467.836431847,10.0,10.0,541846.7836431847
659,659,4,58,2023-01-18,2023-03-13,5268580.93496649,10.0,10.0,526858.093496649
664,664,3,73,2023-01-18,2023-01-26,139902349.09510857,40320.0,40320.0,3469.8003247794786
663,663,4,71,2023-01-18,2023-05-31,12448018.047956685,20.0,20.0,622400.9023978342
665,665,4,67,2023-01-18,2023-05-29,4618537.821105907,20.0,20.0,230926.89105529533
666,666,4,70,2023-01-18,2024-03-01,19531130.089253835,40.0,40.0,488278.25223134586
662,662,4,58,2023-01-18,2023-07-04,39833657.75346139,80.0,80.0,497920.7219182674
667,667,4,32,2023-01-19,2023-08-30,26429459.585920848,60.0,60.0,440490.9930986808
669,669,4,71,2023-01-23,2023-04-18,19278553.5149396,35.0,35.0,550815.8147125599
671,671,4,58,2023-01-25,2023-04-18,12288512.412871914,30.0,29.0,409617.0804290638
694,694,4,54,2023-01-27,2023-03-16,4155371.021846459,40.0,40.0,103884.27554616147
674,674,4,58,2023-02-01,2023-04-18,9326104.696132876,23.0,23.0,405482.81287534244
675,675,4,61,2023-02-01,2023-04-19,6792122.666938658,35.0,35.0,194060.6476268188
676,676,4,58,2023-02-03,2023-02-13,11157060.135131992,20.0,20.0,557853.0067565996
677,677,4,50,2023-02-06,2023-04-03,17112306.310343094,50.0,50.0,342246.12620686187
680,680,4,71,2023-02-14,2023-05-10,5873211.085779258,10.0,10.0,587321.1085779258
698,698,4,67,2023-02-14,2023-05-03,3261551.010476144,19.0,19.0,171660.57949874442
700,700,4,58,2023-02-14,2023-06-13,14702509.524330745,30.0,30.0,490083.6508110248
679,679,4,58,2023-02-14,2023-05-12,19251080.781165343,45.0,45.0,427801.7951370076
699,699,4,58,2023-02-14,2023-07-31,21055214.744790062,40.0,39.0,526380.3686197515
681,681,4,58,2023-02-14,2023-07-05,14718758.111547854,30.0,30.0,490625.27038492844
682,682,4,71,2023-02-14,2023-07-05,20264450.16689069,30.0,30.0,675481.6722296897
683,683,2,75,2023-02-15,2023-03-18,2938418.045730966,59.0,59.0,49803.69569035536
695,695,4,67,2023-02-16,2023-03-22,4873591.402271457,28.0,28.0,174056.8357954092
685,685,3,73,2023-02-28,2023-03-13,29772259.132373545,9599.0,9599.0,3101.6000762968583
686,686,4,30,2023-03-02,2023-03-27,1478621.4367570404,3.0,3.0,492873.81225234683
690,690,2,74,2023-03-03,2023-06-22,4173365.293980947,15.0,15.0,278224.35293206316
689,689,2,101,2023-03-03,2023-06-29,10665562.076952515,60.0,60.0,177759.3679492086
688,688,2,81,2023-03-03,2023-06-27,18957834.76538203,60.0,60.0,315963.9127563672
687,687,2,85,2023-03-03,2023-07-05,11289761.834515354,60.0,60.0,188162.69724192255
693,693,4,71,2023-03-09,2023-06-13,14736976.22448825,20.0,20.0,736848.8112244125
692,692,4,58,2023-03-09,2023-06-14,8114618.313439524,15.0,15.0,540974.5542293016
696,696,4,58,2023-03-14,2023-07-03,34614414.58675323,60.0,60.0,576906.9097792205
748,748,4,71,2023-03-14,2023-06-30,11538138.195592616,15.0,15.0,769209.2130395077
697,697,4,71,2023-03-15,2023-07-03,32445795.101553187,50.0,50.0,648915.9020310637
701,701,3,73,2023-03-20,2023-10-05,43660815.2027837,19395.0,19395.0,2251.137674801944
703,703,4,50,2023-03-22,2023-06-23,639533.9818540132,2.0,2.0,319766.9909270066
704,704,4,50,2023-03-22,2023-06-23,10552310.700591218,33.0,33.0,319766.9909270066
705,705,4,50,2023-03-22,2023-06-23,9273242.736883191,29.0,29.0,319766.9909270066
706,706,4,50,2023-03-22,2023-06-23,7994174.773175165,25.0,25.0,319766.9909270066
707,707,4,37,2023-03-22,2023-08-30,16748354.36939418,30.0,30.0,558278.478979806
702,702,2,82,2023-03-22,2023-05-13,1142755.9815100438,4.0,4.0,285688.99537751096
713,713,4,61,2023-03-25,2023-06-27,14870083.33795367,70.0,70.0,212429.7619707667
708,708,2,75,2023-03-26,2023-04-27,897081.0672757379,9.0,9.0,99675.67414174865
709,709,4,65,2023-03-27,2023-09-01,7620833.595540157,50.0,50.0,152416.67191080312
711,711,4,58,2023-03-27,2023-07-26,14892076.37519703,30.0,30.0,496402.545839901
710,710,4,46,2023-03-27,2023-03-29,598500.2695262841,1.0,1.0,598500.2695262841
712,712,4,61,2023-03-27,2023-07-26,14463704.530382304,60.0,60.0,241061.7421730384
796,796,4,47,2023-04-04,2023-07-31,868777.9841801629,2.0,2.0,434388.99209008145
715,715,3,73,2023-04-04,2023-10-16,49441025.66263028,19200.0,19200.0,2575.0534199286603
714,714,4,47,2023-04-04,2023-07-31,6018238.786510294,16.0,16.0,376139.9241568934
716,716,0,11,2023-04-06,2023-07-06,21016740.509701,23.0,22.0,913771.326508739
718,718,4,61,2023-04-10,2023-06-28,2306100.2390930443,13.0,13.0,177392.32608408033
717,717,4,58,2023-04-10,2023-06-28,2166053.6986942,5.0,5.0,433210.73973883997
773,773,4,58,2023-04-10,2023-06-28,8231004.055037959,19.0,19.0,433210.7397388399
772,772,4,61,2023-04-10,2023-06-28,3725238.847765688,21.0,21.0,177392.32608408039
720,720,4,1,2023-04-14,2023-06-22,17309619.96238764,53.0,53.0,326596.6030639177
721,721,4,1,2023-04-14,2023-06-22,10124494.694981448,31.0,31.0,326596.60306391766
719,719,4,1,2023-04-14,2023-06-22,10777687.901109284,33.0,33.0,326596.6030639177
728,728,4,61,2023-04-18,2024-03-01,13114636.854431588,50.0,50.0,262292.7370886318
731,731,4,61,2023-04-18,2023-11-28,12105812.953535724,50.0,43.0,242116.2590707145
733,733,2,81,2023-04-20,2023-07-10,6845783.402858575,20.0,20.0,342289.1701429287
729,729,4,26,2023-04-20,2023-12-13,13205423.783917896,50.0,50.0,264108.47567835794
730,730,4,24,2023-04-20,2023-10-17,16876045.287120562,70.0,70.0,241086.36124457946
732,732,2,85,2023-04-20,2023-07-10,4076798.070319816,20.0,20.0,203839.9035159908
734,734,2,124,2023-04-20,2023-07-10,2905546.907309137,20.0,20.0,145277.34536545683
736,736,4,61,2023-04-21,2023-09-06,18988632.27100472,100.0,100.0,189886.3227100472
735,735,4,71,2023-04-21,2023-09-06,28834589.74485901,50.0,50.0,576691.7948971802
737,737,4,32,2023-04-25,2023-07-25,8163683.138258028,20.0,20.0,408184.1569129014
806,806,4,1,2023-04-25,2023-08-08,2366448.9868874163,6.0,6.0,394408.1644812361
805,805,4,1,2023-04-25,2023-08-09,3944081.64481236,10.0,10.0,394408.164481236
738,738,4,1,2023-04-25,2023-08-09,8298744.072530678,25.0,25.0,331949.7629012271
741,741,3,73,2023-04-27,2023-05-02,126578315.84795538,36480.0,36480.0,3469.8003247794786
668,668,4,32,2023-05-05,2024-01-24,37240990.43346725,90.0,90.0,413788.7825940805
743,743,4,58,2023-05-12,2023-10-02,10119462.146440594,25.0,25.0,404778.48585762375
742,742,1,34,2023-05-12,2023-06-29,8492415.320623359,1.0,1.0,8492415.320623359
758,758,4,58,2023-05-12,2023-08-08,11245004.03971805,25.0,25.0,449800.161588722
759,759,4,71,2023-05-12,2023-08-07,15535405.58102586,25.0,25.0,621416.2232410344
744,744,4,71,2023-05-12,2023-10-02,13980426.165390234,25.0,25.0,559217.0466156094
745,745,2,77,2023-05-18,2023-07-31,80030.60675250011,1.0,1.0,80030.60675250011
747,747,1,36,2023-05-22,2023-06-08,940295.8160392352,1.0,1.0,940295.8160392352
746,746,1,36,2023-05-22,2023-06-08,940295.8160392352,1.0,1.0,940295.8160392352
750,750,2,109,2023-05-30,2023-08-25,729436.3640918935,5.0,5.0,145887.2728183787
753,753,2,80,2023-05-30,2023-08-25,2872231.08989477,5.0,5.0,574446.2179789541
749,749,2,93,2023-05-30,2023-08-25,850131.8770422002,5.0,5.0,170026.37540844004
752,752,2,83,2023-05-30,2023-08-25,1173030.96127499,5.0,5.0,234606.19225499802
751,751,2,117,2023-05-30,2023-08-25,722029.2301744408,5.0,5.0,144405.84603488815
896,896,4,1,2023-06-09,2023-10-10,1803403.6142483808,5.0,5.0,360680.72284967615
754,754,4,1,2023-06-09,2023-10-10,2164084.337098057,6.0,6.0,360680.72284967615
755,755,4,1,2023-06-09,2023-10-10,9377698.79409158,26.0,26.0,360680.72284967615
816,816,4,1,2023-06-14,2023-08-16,2019856.923601792,5.0,5.0,403971.3847203584
815,815,4,1,2023-06-14,2023-08-16,4039713.847203584,10.0,10.0,403971.3847203584
757,757,4,1,2023-06-14,2023-08-16,5390858.504559777,11.0,11.0,490078.04586907063
756,756,4,1,2023-06-14,2023-08-16,1337624.7840191105,4.0,4.0,334406.1960047776
767,767,2,125,2023-06-16,2023-10-11,1644010.1155238785,31.0,31.0,53032.58437173801
766,766,2,80,2023-06-16,2023-09-23,1292855.0507550885,5.0,5.0,258571.0101510177
765,765,2,85,2023-06-16,2023-09-24,5273557.270681107,71.0,61.0,74275.45451663532
760,760,2,118,2023-06-16,2023-09-25,1974997.708313041,30.0,30.0,65833.25694376804
764,764,2,86,2023-06-16,2023-09-24,4010874.543898307,54.0,54.0,74275.4545166353
762,762,2,109,2023-06-16,2023-09-25,9254039.474016428,141.0,141.0,65631.48563132218
761,761,2,117,2023-06-16,2023-09-25,6323674.993053868,97.0,76.0,65192.52570158627
768,768,2,124,2023-06-16,2023-09-24,3712280.9060216607,70.0,62.0,53032.58437173801
763,763,2,110,2023-06-16,2023-09-25,3872257.652248008,59.0,59.0,65631.48563132217
769,769,0,11,2023-06-19,2023-08-12,29317681.519061763,20.0,20.0,1465884.0759530882
770,770,4,70,2023-06-21,2023-11-02,30890625.05388153,70.0,69.0,441294.64362687897
771,771,4,59,2023-06-23,2023-08-28,49619811.432189256,80.0,80.0,620247.6429023657
774,774,2,74,2023-06-29,2023-08-11,521832.1858280994,2.0,2.0,260916.0929140497
776,776,2,75,2023-06-30,2023-08-11,870045.2887349167,8.0,8.0,108755.66109186459
775,775,0,11,2023-06-30,2023-07-31,14236973.15590652,8.0,8.0,1779621.644488315
778,778,4,58,2023-07-04,2023-07-24,26919572.77961772,40.0,40.0,672989.319490443
777,777,0,14,2023-07-04,2023-08-20,43571936.37996219,25.0,25.0,1742877.4551984877
779,779,4,24,2023-07-05,2023-09-08,13999550.539179487,90.0,90.0,155550.56154643875
780,780,2,80,2023-07-05,2023-09-13,14162371.159717849,30.0,30.0,472079.03865726164
786,786,4,61,2023-07-14,2024-01-22,15022284.264734205,70.0,70.0,214604.06092477436
783,783,4,71,2023-07-14,2023-11-07,32042606.33807837,50.0,49.0,640852.1267615673
782,782,4,70,2023-07-14,2024-12-11,22348422.89630408,50.0,50.0,446968.45792608155
787,787,4,71,2023-07-14,2024-01-22,32042606.33807837,50.0,50.0,640852.1267615673
784,784,4,57,2023-07-14,2023-08-15,5477953.658605661,15.0,15.0,365196.91057371075
785,785,4,70,2023-07-14,2023-08-15,514679.7392178639,1.0,1.0,514679.7392178639
781,781,4,30,2023-07-14,2023-08-22,800849.5507781703,2.0,2.0,400424.7753890852
788,788,0,16,2023-07-17,2023-08-15,50420917.31238175,39.0,39.0,1292844.033650814
790,790,4,1,2023-07-18,2023-10-11,3771010.522174756,11.0,11.0,342819.1383795233
791,791,4,32,2023-07-18,2023-10-12,5558344.848180725,15.0,15.0,370556.32321204833
789,789,4,1,2023-07-18,2023-10-12,1491871.7188199116,4.0,4.0,372967.9297049779
792,792,0,14,2023-07-19,2023-10-24,65141936.55195547,44.0,1.0,1480498.5579989878
998,998,4,71,2023-07-27,2023-12-27,435748.09073615685,1.0,1.0,435748.09073615685
794,794,4,58,2023-07-27,2023-12-27,3710523.741706297,12.0,12.0,309210.31180885807
1000,1000,4,61,2023-07-27,2023-12-27,366418.9549158092,2.0,2.0,183209.4774579046
795,795,4,71,2023-07-27,2023-12-27,855720.1514150095,2.0,2.0,427860.07570750476
793,793,4,61,2023-07-27,2023-12-27,1619036.7853761057,9.0,9.0,179892.97615290064
997,997,4,58,2023-07-27,2023-12-27,944732.7104580208,3.0,3.0,314910.90348600695
999,999,4,61,2023-07-27,2023-12-27,183209.4774579046,1.0,1.0,183209.4774579046
797,797,3,73,2023-07-31,2023-08-09,6887712.809839778,1967.0,1967.0,3501.6333552820424
798,798,4,58,2023-08-03,2023-10-11,4288201.453055727,10.0,10.0,428820.1453055727
799,799,4,61,2023-08-03,2024-04-16,1348424.6573965389,9.0,9.0,149824.96193294876
996,996,4,61,2023-08-03,2023-12-26,148417.74565128947,1.0,1.0,148417.74565128947
804,804,4,0,2023-08-07,2023-12-25,2319137.0064807003,24.0,24.0,96630.70860336251
803,803,4,0,2023-08-07,2023-12-25,115303.30929966444,1.0,1.0,115303.30929966444
802,802,4,0,2023-08-07,2023-12-25,897529.673468913,8.0,8.0,112191.20918361412
801,801,4,0,2023-08-07,2023-12-26,5757385.214693097,37.0,37.0,155605.00580251616
800,800,4,58,2023-08-07,2023-10-12,24705795.783779997,50.0,50.0,494115.91567559994
809,809,0,11,2023-08-10,2023-09-05,24000000.000000004,12.0,12.0,2000000.0000000002
811,811,0,14,2023-08-10,2023-09-05,4000000.0,2.0,2.0,2000000.0
808,808,0,14,2023-08-10,2023-09-06,20000000.000000004,10.0,10.0,2000000.0000000005
807,807,4,0,2023-08-10,2023-11-02,16945125.417101964,100.0,100.0,169451.25417101965
810,810,0,13,2023-08-10,2023-09-06,78000000.00000001,39.0,39.0,2000000.0000000005
812,812,3,73,2023-08-11,2023-08-15,137237542.44567794,38400.0,38400.0,3573.894334522863
814,814,0,14,2023-08-15,2023-11-06,41663730.08607556,22.0,22.0,1893805.9130034344
813,813,0,11,2023-08-15,2024-01-12,3882302.121657041,2.0,2.0,1941151.0608285205
817,817,2,110,2023-08-16,2023-10-20,4296336.1002820125,23.0,23.0,186797.22175139186
818,818,4,70,2023-08-18,2023-12-25,9293302.975577336,20.0,20.0,464665.1487788668
819,819,4,70,2023-08-21,2024-10-07,46297344.76366502,100.0,100.0,462973.4476366502
820,820,2,94,2023-08-21,2023-09-18,4509850.65993375,28.0,28.0,161066.09499763392
823,823,4,26,2023-08-22,2023-10-13,691446.7133935044,2.0,2.0,345723.3566967522
821,821,0,13,2023-08-22,2024-01-26,27721747.64919364,14.0,13.0,1980124.83208526
822,822,4,57,2023-08-22,2023-10-13,5597241.830766412,15.0,15.0,373149.4553844275
824,824,4,0,2023-08-23,2023-10-10,8444321.519180818,50.0,50.0,168886.43038361636
825,825,4,0,2023-08-28,2024-01-22,8238723.217205232,50.0,50.0,164774.46434410464
826,826,4,68,2023-08-28,2023-11-21,39901148.41315927,60.0,60.0,665019.1402193212
827,827,0,11,2023-08-29,2024-01-22,26922545.17868189,15.0,15.0,1794836.3452454593
828,828,0,11,2023-08-29,2024-01-22,48460581.3216274,27.0,27.0,1794836.3452454593
829,829,0,14,2023-08-30,2024-01-07,131242912.549057,68.0,68.0,1930042.8316037795
830,830,4,54,2023-08-31,2024-07-04,16295493.1955454,150.0,134.0,108636.621303636
833,833,0,13,2023-09-01,2023-10-04,97789117.52046594,54.0,54.0,1810909.5837123322
832,832,0,16,2023-09-01,2023-11-11,72507073.66892272,35.0,35.0,2071630.6762549349
834,834,0,14,2023-09-01,2023-10-04,3627719.374088389,2.0,2.0,1813859.6870441944
837,837,4,1,2023-09-04,2024-01-16,8197039.065298115,24.0,24.0,341543.29438742145
1011,1011,4,1,2023-09-04,2024-01-16,621657.0026845206,2.0,2.0,310828.5013422603
835,835,4,58,2023-09-04,2024-07-04,25180911.86629485,50.0,50.0,503618.237325897
831,831,4,58,2023-09-04,2024-02-13,25073017.308121786,50.0,47.0,501460.3461624357
836,836,4,58,2023-09-04,2024-07-04,25180911.86629485,50.0,50.0,503618.237325897
838,838,4,1,2023-09-04,2024-01-16,11954015.303559752,35.0,35.0,341543.2943874215
841,841,0,16,2023-09-05,2023-11-03,78291074.72169362,39.0,39.0,2007463.4544024004
840,840,0,17,2023-09-05,2023-11-03,74276147.81288883,37.0,37.0,2007463.4544024009
839,839,0,17,2023-09-05,2023-10-28,21030569.522310864,11.0,11.0,1911869.956573715
842,842,4,37,2023-09-07,2024-01-23,1954733.3719551575,4.0,4.0,488683.3429887894
843,843,2,79,2023-09-11,2023-11-03,149522.6176259974,1.0,1.0,149522.6176259974
844,844,2,87,2023-09-12,2023-11-01,96285.5294566396,1.0,1.0,96285.5294566396
845,845,0,13,2023-09-12,2023-10-19,13685908.615771929,7.0,7.0,1955129.8022531327
846,846,2,81,2023-09-13,2024-01-18,3991294.399709168,26.0,13.0,153511.32306573723
847,847,2,87,2023-09-13,2024-01-27,91383.27735778004,1.0,1.0,91383.27735778004
850,850,2,117,2023-09-13,2023-10-26,1458069.6011073932,17.0,17.0,85768.80006514078
851,851,2,127,2023-09-13,2023-10-26,130431.52567704344,2.0,2.0,65215.76283852172
848,848,4,71,2023-09-14,2024-01-17,33651493.35506356,50.0,50.0,673029.8671012712
852,852,4,1,2023-09-15,2024-01-26,5379855.819270993,10.0,10.0,537985.5819270993
861,861,0,17,2023-09-18,2023-10-28,18620539.247268204,9.0,9.0,2068948.8052520226
859,859,4,70,2023-09-18,2024-07-16,35590355.15487139,80.0,78.0,444879.4394358924
1015,1015,4,1,2023-09-18,2024-01-18,722033.7127773473,2.0,2.0,361016.85638867365
1014,1014,4,1,2023-09-18,2024-01-18,722033.7127773473,2.0,2.0,361016.85638867365
856,856,4,58,2023-09-18,2024-01-17,5407743.191141008,10.0,10.0,540774.3191141009
860,860,4,67,2023-09-18,2023-11-28,15352702.22367001,80.0,80.0,191908.77779587512
1002,1002,4,71,2023-09-18,2024-01-18,466106.0322743892,1.0,1.0,466106.0322743892
858,858,4,60,2023-09-18,2024-01-16,10798847.17246312,20.0,20.0,539942.3586231561
855,855,4,71,2023-09-18,2024-01-19,1004402.9622949008,2.0,1.0,502201.4811474504
854,854,4,61,2023-09-18,2023-12-27,524577.0930246753,2.0,2.0,262288.54651233763
853,853,4,1,2023-09-18,2024-01-18,3553635.1073185853,9.0,9.0,394848.34525762056
864,864,0,17,2023-09-18,2023-10-28,6161139.040061168,3.0,3.0,2053713.0133537229
857,857,4,66,2023-09-18,2024-01-15,3569110.5061530657,6.0,6.0,594851.751025511
849,849,4,0,2023-09-18,2024-01-19,15764486.28785213,99.0,99.0,159237.2352308296
992,992,4,32,2023-09-19,2023-12-08,360718.6362198494,1.0,1.0,360718.6362198494
870,870,4,32,2023-09-19,2024-02-19,1176624.168774488,3.0,2.0,392208.05625816266
862,862,4,32,2023-09-19,2023-12-08,13725788.892724443,35.0,35.0,392165.3969349841
863,863,4,32,2023-09-19,2024-01-22,12264433.63147488,34.0,34.0,360718.6362198494
865,865,4,31,2023-09-19,2024-02-19,3137664.450065301,8.0,7.0,392208.0562581626
866,866,4,31,2023-09-19,2024-02-19,4706496.675097952,12.0,12.0,392208.05625816266
867,867,4,31,2023-09-19,2024-02-19,1176624.168774488,3.0,1.0,392208.05625816266
868,868,4,31,2023-09-19,2024-02-19,7059745.012646928,18.0,18.0,392208.0562581627
869,869,4,32,2023-09-19,2024-02-19,392208.069992322,1.0,1.0,392208.069992322
871,871,4,32,2023-09-19,2024-02-19,1568832.2250326504,4.0,4.0,392208.0562581626
872,872,2,79,2023-09-21,2023-11-08,148356.84996838833,1.0,1.0,148356.84996838833
875,875,4,57,2023-09-21,2023-11-03,5350322.207015634,14.0,14.0,382165.8719296881
873,873,4,32,2023-09-21,2024-01-22,4705984.76321981,12.0,12.0,392165.3969349842
1016,1016,4,32,2023-09-21,2024-01-22,5410779.543297741,15.0,15.0,360718.6362198494
874,874,4,50,2023-09-21,2024-01-22,1176496.1908049523,3.0,3.0,392165.3969349841
876,876,4,72,2023-09-25,2023-11-07,3151355.496104101,8.0,8.0,393919.43701301265
877,877,4,71,2023-09-25,2024-01-17,68254148.14991376,100.0,100.0,682541.4814991376
901,901,4,1,2023-09-26,2024-01-09,2327536.9233970754,7.0,7.0,332505.2747710108
900,900,4,1,2023-09-26,2024-01-09,3914730.070936822,11.0,11.0,355884.5519033474
899,899,4,50,2023-09-26,2024-01-09,4216137.196125454,10.0,10.0,421613.71961254545
898,898,4,50,2023-09-26,2024-01-09,2318564.558839762,5.0,5.0,463712.91176795244
972,972,4,50,2023-09-26,2024-01-09,2900230.234849775,5.0,5.0,580046.0469699551
878,878,4,72,2023-09-27,2023-10-13,2356649.0949789584,5.0,5.0,471329.81899579166
886,886,2,83,2023-09-28,2023-11-08,2583943.197148737,21.0,21.0,123044.91414993985
887,887,2,102,2023-09-28,2023-11-08,1546480.289421349,12.0,12.0,128873.35745177908
